XGB_MAE,XGB_RMSE,XGB_R2,MLP_MAE,MLP_RMSE,MLP_R2,Prophet_MAE,Prophet_RMSE,Prophet_R2,ARIMA_MAE,ARIMA_RMSE,ARIMA_R2,XGB_Accuracy,XGB_F1,MLP_Accuracy,MLP_F1,Symbol
0.05129624180319266,0.07096477926633439,-1.979450921818504e-05,0.05149006688425501,0.07109141462283508,-0.0035920131781517206,4.694156557656962,4.939359012099622,-4843.668563272946,0.35409490085764983,0.42672948001605243,-35.159979627753145,0.5168195718654435,0.6814516129032258,0.5107033639143731,0.6666666666666666,SBIN
0.039717007099394866,0.05233669219976551,-0.0033158959808317068,0.039534140952650114,0.05218978744964974,0.0023086479644222058,0.307503549379847,0.32177469525387925,-36.925291440935034,0.23872079963433548,0.26078064718261235,-23.910122834127414,0.5198776758409785,0.6841046277665996,0.4954128440366973,0.6357615894039735,SHREECEM
0.035704856629339615,0.05384272666601176,-0.008154177507674554,0.035987673477166915,0.05338735365040195,0.008826569322298972,0.6685904310606126,0.7141563805751856,-176.361562231802,0.17104020262874003,0.19574861082915532,-12.325092773005064,0.5382262996941896,0.6752688172043011,0.5412844036697247,0.6621621621621622,SUNPHARMA
0.06980502040960873,0.09307726288039753,-0.009409191561704944,0.06926737959874862,0.09099242698073347,0.03530384917401164,1.5245193958952792,1.911011392937823,-424.50689358452087,0.4710192614849426,0.6059597057009716,-41.78263604014942,0.5137614678899083,0.6580645161290323,0.5198776758409785,0.5745257452574526,TATAMOTORS
0.05203106812449097,0.06675618265461529,-0.026730995050608275,0.05285807310580877,0.06849702830498355,-0.08097872071374579,0.2934344198353069,0.34684133766611264,-26.716308660858076,0.3937687562379688,0.46758091760664966,-49.371773515343854,0.5168195718654435,0.639269406392694,0.5198776758409785,0.5650969529085873,TATASTEEL
0.028722656799748277,0.04037358484393157,-0.009438273547726972,0.02918192480434457,0.04162296024982611,-0.07287980350201484,0.2134581788493107,0.27996391744364113,-47.538825684612334,0.22272204356981853,0.25925066088257953,-40.62218601270153,0.5871559633027523,0.7347740667976425,0.5443425076452599,0.5983827493261455,TCS
0.03794032197099465,0.0503293958528215,-0.0038120322564569875,0.03841698514741151,0.05077738637701847,-0.02176176884101033,0.20655178658879275,0.26059000761132406,-25.91066808926899,0.2068302580072844,0.23582896934110534,-21.03957769184793,0.6085626911314985,0.729957805907173,0.5229357798165137,0.5916230366492147,TECHM
0.03810780737847198,0.05262295384138917,-0.0011651934347551851,0.038963716434819856,0.05376629453648026,-0.04514250740747139,0.219199562683196,0.24963135998716365,-21.529605302384805,0.22610309666945572,0.26099150472449073,-23.62680323187467,0.5626911314984709,0.7201565557729941,0.5840978593272171,0.7178423236514523,TITAN
0.03524234728175898,0.04814805168565443,-0.0037614769551028715,0.036619284979789626,0.05019618553735628,-0.09097429902101961,0.1594685143894037,0.18897113977528412,-14.46194246609621,0.1671286298946819,0.2124834528156053,-18.548944686940473,0.5412844036697247,0.7023809523809523,0.5321100917431193,0.56657223796034,ULTRACEMCO
0.05223298388503084,0.07635990254098593,-0.0027010630833985694,0.05913815592044623,0.09034706604907518,-0.40368239181342247,1.2124589176951857,1.277054191384456,-279.4525532124922,0.6085845995928473,0.6806249621232501,-78.66296938145113,0.5290519877675841,0.692,0.5443425076452599,0.6494117647058824,UPL
0.06354313476604376,0.08697078700759706,-0.012601764659331938,0.06962656386792199,0.10013243238633514,-0.3422747229398939,2.2002576707283805,2.4054807012090813,-773.6323567571463,0.6813847055909621,0.8490223676960683,-95.5006289127846,0.5229357798165137,0.5491329479768786,0.5688073394495413,0.6535626535626535,VEDL
0.03857911516979432,0.057037293405946154,-0.04391979719363803,0.03939788967013187,0.058210393285649774,-0.08730249176982818,0.7415746229777345,0.8076467124023797,-208.3110592141965,0.32384195644611785,0.4033430919551404,-51.20337273967535,0.5779816513761468,0.7325581395348837,0.5107033639143731,0.6638655462184874,WIPRO
